aeronave_idade;ocorrencia_fatal;faixa_horario;uf_***;uf_AC;uf_AL;uf_AM;uf_AP;uf_BA;uf_CE;uf_DF;uf_ES;uf_GO;uf_MA;uf_MG;uf_MS;uf_MT;uf_PA;uf_PB;uf_PE;uf_PI;uf_PR;uf_RJ;uf_RN;uf_RO;uf_RR;uf_RS;uf_SC;uf_SE;uf_SP;uf_TO;fabricante_***;fabricante_AERO BOERO;fabricante_AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA;fabricante_AEROCENTRO AERONAVES;fabricante_AEROMOT;fabricante_AEROSPATIALE AND ALENIA;fabricante_AEROTEC;fabricante_AIR TRACTOR;fabricante_AIR TRACTOR INC.;fabricante_AIRBUS INDUSTRIE;fabricante_AIRCRAFT INDUSTRIES;fabricante_ALBERTO BENEDITO PAULO IRALAH;fabricante_ALLIANCE AIRCRAFT;fabricante_ALOIZIO RODRIGUES;fabricante_AMERICAN CHAMPION;fabricante_ANTONIO CESAR DA SILVA AMARAL;fabricante_ANTONIO ETTORE NALLIN;fabricante_ANTONOV;fabricante_ASTRO TOYS COM. DE BRINQ. LTDA;fabricante_BEECH AIRCRAFT;fabricante_BELLANCA AIRCRAFT;fabricante_BOEING;fabricante_BOEING COMPANY;fabricante_BRITTEN-NORMAN;fabricante_CARLOS ALBERTO VALENTE;fabricante_CESSNA AIRCRAFT;fabricante_CHELBER VICENTINI LILISCHKIES;fabricante_CHINCUL SACAIFI;fabricante_CIA AERONAUTICA PAULISTA;fabricante_CIRRUS DESIGN;fabricante_CLAIBER VIEIRA BORGES;fabricante_COMMANDER;fabricante_DASSAULT AVIATION;fabricante_DENNIS E. MOELLMAN;fabricante_DIAMOND AIRCRAFT;fabricante_DOREEDSON RIBEIRO PEREIRA;fabricante_ECLIPSE AEROSPACE;fabricante_EDEVALDO MARTINS FERREIRA;fabricante_EDUARDO LEITO BRUNIALTI;fabricante_EMBRAER;fabricante_EXTRA FLUGZEUGPRODUKTIONS-UND VERTRIEBS;fabricante_EXTRA-FLUGZEUGBAU;fabricante_F.C. OLIVEIRA & CIA LTDA;fabricante_FABRICACAO PROPRIA;fabricante_FABRICAÇÃO PRÓPRIA;fabricante_FERNANDO SOARES GURGEL;fabricante_FLYER INDUSTRIA AERONAUTICA LTDA;fabricante_FOKKER;fabricante_GIPPSLAND;fabricante_GULFSTREAM AEROSPACE;fabricante_HAMILTON SANTIAGO REIS JUNIOR;fabricante_HAROLDO CARNEIRO LEAO SOBRINHO;fabricante_HAWKER BEECHCRAFT;fabricante_INPAER INDUSTRIA PAULISTA E AERONÁUTICA;fabricante_ISRAEL AIRCRAFT;fabricante_IVAN MOLCHAN;fabricante_JAMAICA EMBALAGEM LTDA;fabricante_JAMES F GUZMAN;fabricante_JOAO BATISTA COUTINHO JUNIOR;fabricante_JOSE ROBERTO BARBOSA;fabricante_JULIO CESAR MANDELLI;fabricante_KAIO AMARAL RANGEL;fabricante_KALIL MOHAMAD AWADA;fabricante_KORTH SIMEON R \t;fabricante_LAVIASA;fabricante_LEARJET;fabricante_LET AIRCRAFT INDUSTRIES;fabricante_LUCIANO LOBAO;fabricante_MARCELO FERNANDES;fabricante_MARCELO QUEIROZ DUARTE;fabricante_MAULE AIRCRAFT;fabricante_MCDONNELL DOUGLAS;fabricante_MELO TRANSPORTES E LOGISTICA LTDA;fabricante_MITSUBISHI;fabricante_MOONEY AIRCRAFT;fabricante_NEIVA INDUSTRIA AERONAUTICA;fabricante_NILSON SULZBACH PERES;fabricante_NORTH AMERICAN;fabricante_PARADISE INDUSTRIA AERONAUTICA LTDA;fabricante_PARADISE INDUSTRIA AERONÁUTICA LTDA;fabricante_PIAGGIO AERO INDUSTRIES;fabricante_PILATUS;fabricante_PIPER AIRCRAFT;fabricante_PZL-OKECIE;fabricante_QUEST AIRCRAFT;fabricante_RAYTHEON AIRCRAFT;fabricante_ROBERT MOHR;fabricante_ROBERTO VENICIO LIMA DANTAS;fabricante_ROCKWELL;fabricante_RODRIGO DE QUEIROZ R. COSTA;fabricante_ROGER AGNELLI;fabricante_ROGERS THOMAS;fabricante_RUBEM ROCHA SANTANA;fabricante_SCODA AERONÁUTICA;fabricante_SLICK AIRCRAFT COMPANY;fabricante_SOCATA;fabricante_STEMME;fabricante_STINSON AIRCRAFT;fabricante_TERRA AMBIENTAL E INCORPORADORA LTDA;fabricante_TEXTRON AVIATION;fabricante_TEXTRON AVIATION INC;fabricante_THRUSH AIRCRAFT;fabricante_TRIKE ICAROS LTDA;fabricante_TWIN COMMANDER;fabricante_WILLIAM DA SILVA MATIAS;fabricante_XAVANTE
38.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
